id	text	labels
PMC2898089_31	"Patients seldom present only with COPD. Many patients have multiple morbidities including asthma, cardiovascular disease, hypercholesterolemia, hypertension, depression, cataracts, osteoporosis and diabetes (Figure 2).84 Many of these conditions are linked by common risk factors, most notably smoking, and COPD and cardiovascular disease are particularly closely related. Comorbid conditions may account for some of the deterioration in lung health seen in COPD and should be assessed and treated.85 Many patients with COPD are nutritionally depleted, and malnutrition is associated with poor prognosis; dietary counseling and nutritional support have been shown to improve airflow and quality of life.86,87 In the presence of multiple morbidities and comorbid conditions, treatment decisions must be based on the various risks and benefits relative to all of the patients health problems.80,85,88 Therapy for one condition, however, may be contraindicated in the presence of a second morbidity, complicating treatment decisions.
"	HP_0006510;HP_0002099;HP_0001626;HP_0003124;HP_0000939;HP_0040160;HP_0000819;HP_0000822;HP_0000716;HP_0004395
PMC2898089_32	"Given the high prevalence of osteoporosis in patients with COPD, concern has been raised about the long-term effects of ICS on bone density. A recent analysis of data from the TORCH trial found that 18% of men and 30% of women had osteoporosis and 42% of men and 41% of women had low bone density at baseline.80 However, no significant changes in bone mineral density were observed in any of the treatment arms (FSC, fluticasone propionate, salmeterol, placebo) during 3 years of follow-up. Rates of fractures across treatment groups were also low, with no differences detected between groups. Smoking, lack of calcium and vitamin D, and a sedentary lifestyle contribute significantly to low bone density, and these areas present opportunities for lowering osteoporosis risk in patients with COPD. Therapy for COPD with ICS should not necessarily be ruled out in the case of a patient with low bone density, as more aggressive therapy might improve functional status enough to permit a patient to be more active, not only reducing osteoporosis risk but impacting favorably on the course of COPD and other morbidities, such as hypertension and cardiovascular disease. With appropriate pharmacotherapy, a patient might also be better able to participate in pulmonary rehabilitation, an intervention that may not only improve physical functioning and symptom management, but reduce depression, a common problem in patients with COPD.8991
"	HP_0000939;HP_0040160;HP_0006510;HP_0000822;HP_0001626;HP_0000716
PMC2898089_34	"Finally, in making therapy decisions, treatment acceptance and adherence to treatment must be considered, since no medication regimen is effective if the medication is not taken. Increased adherence to COPD inhaled therapy is associated with improved mortality and reduced hospitalization.93 Patient adherence to treatment regimens in COPD is not optimal and treatment persistence is generally low for inhaled medications.94,95 Poor adherence can be related to overuse, underuse, or improper use of a medicine, and any of these problems may be sporadic or systematic, intentional or unintentional.94 Unintentional non-adherence is particularly an issue with inhaled medication; one study reported that only 43% of patients used a metered-dose inhaler (MDI) correctly, 55% used an MDI plus spacer correctly, and 59% used a dry powder inhaler correctly.96 Patients make mistakes even directly following face-to-face instruction, underscoring the importance of physicians attentiveness to patients inhaler technique.95 As a routine part of office visits, adherence needs to be assessed in a neutral manner and addressed collaboratively to improve therapeutic outcomes.
"	HP_0006510;HP_0004438
PMC2898089_35	"The feasibility of using combination ICS/LABA therapy has improved with the availability of single inhaler devices that contain both medications, and this may also improve patient adherence, in part because salmeterol provides symptom relief, making it more likely that patients will comply with scheduled dosing regimens.97 In a 12-month period, patients with COPD who were prescribed FSC obtained more refills than patients prescribed salmeterol or ICS76 and in a second study of pharmacy claims, medication compliance was 12% higher with FSC than with ipratropium.78 Thus, when both ICS and LABA are needed, FSC delivered via a single inhaler may result in better treatment adherence.94,97
"	HP_0006510
PMC2898089_36	"Just as important as optimizing patient adherence to pharmacotherapy is the need to bridge the existing gap between optimal management of COPD and actual practice. An existing hurdle to overcome is the frequent failure to recognize that smokers cough and bronchitis are in reality COPD and exacerbations of COPD.98 Simply put, if clinicians do not correctly identify the patients condition as COPD, there is little chance the disease will be treated according to existing guidelines for care. Use of a simple questionnaire may be beneficial for screening for COPD in primary care patients.98,99 In addition, increased awareness that the course of COPD and patients quality of life can be significantly improved by newer maintenance therapies and patient self-management education is needed. Undertreatment of COPD is common and being recognized.88 A study of Canadian patients with COPD found that 33% had never received a written action plan and 67% had not been told how to prevent an exacerbation.100 Several concerns about potential side effects with ICS have been allayed by new research, and there is a need to educate physicians about the benefits and risks of COPD maintenance therapies, including treatment with FSC, as well as the need for vigilance regarding untoward effects. Other barriers to optimal care, such as formulary decisions that limit the clinicians ability to do what is best for the patient, will require health policy changes.
"	HP_0012387;HP_0006510
PMC2898089_37	"In appropriate patients, FSC is an effective therapy option that has been shown to reduce the frequency of exacerbations in patients with COPD, modestly improve lung function, and improve dyspnea, health status and quality of life. A range of studies suggests that fluticasone propionate and salmeterol have synergistic effects when administered together that improve their efficacy in controlling symptoms and reducing exacerbations. While clinical trials have clearly shown a benefit of FSC in preventing exacerbations in Stage III and IV COPD, there is also some evidence of benefit in patients with moderate COPD, and this topic warrants further research. Investigations of the optimal doses of FSC and comparative studies of the clinical and pharmacoeconomic benefits of FSC relative to other medications for COPD maintenance therapy are also needed. In particular, additional studies to clarify the potential value of triple therapy with FSC and tiotropium would be beneficial, and research in this area is underway.
"	HP_0006510;HP_0002094;HP_0002098;HP_0012826
PMC2898089_38	"For both the clinician and patient, the optimal scenario would be to have available a range of therapeutic options that meet the needs of patients with differing symptoms, lung function profiles, and comorbidities, that improve quality of life, and that minimize adherence issues and deleterious effects. Treatment with FSC within the context of COPD maintenance therapy is a useful, effective option in the clinicians armamentarium, which based on evidence to date appears to have benefits for disease management, cost, adherence, and quality of life.
"	HP_0006510
PMC2898089_4	"Exacerbations are common in COPD and are recognized more frequently in patients with more severe disease, some of whom are likely to experience three or more exacerbations per year.12 Donaldson and colleagues reported a median of 2.68 exacerbations per year in those with moderate disease (GOLD stage II) and 3.43 exacerbations per year in those with severe disease (GOLD stage III).16 A history of exacerbation in the prior year is predictive of exacerbations in the current year.8 Exacerbations tend to cluster together in time; Hurst et al found that over a quarter of first exacerbations were followed by a second exacerbation within 8 weeks and about one-third of all exacerbations were recurrent ones.17 In a retrospective cohort study of recently hospitalized patients with COPD exacerbations, 13.2% of patients in the reference group were readmitted within 12 months and 24.3% died within the year following a COPD hospitalization.18 Similarly, a study from Canadian hospitals found that 38% of patients admitted for COPD were readmitted within an average of 5 months.19
"	HP_0006510
PMC2898089_5	"Even with appropriate treatment during the acute episode, exacerbations often instigate a downward spiral in which the patient never returns to baseline lung or physical functioning levels. In a study of 109 patients with COPD, those with frequent exacerbations (2.92 exacerbations/year) were found to experience additional declines of 8.0 mL/year in FEV1 and 2.22 L/min/year in peak expiratory flow (PEF) compared to patients with fewer exacerbations.3 In a longitudinal cohort study, only 75% of COPD patients experiencing an exacerbation had regained their basal pulmonary function by 5 weeks and 7% had not recovered by 3 months.4 Severe exacerbations requiring hospitalization have even poorer outcomes. Inpatient mortality during COPD admission is as high as 4% to 30%.10 The hospitalization itself is associated with functional decline and psychological disorders, including anxiety and depression, which contribute to readmission.2022 Quality of life, as assessed by the St Georges Respiratory Questionnaire (SGRQ) and other health/functional status instruments, is also severely impacted by acute exacerbation events, which frequently lead to marked restriction in activities of daily living and poorer mental state.59 This deterioration in physical functioning and health status occurs even with no significant deterioration in FEV1, but instead correlates with worsened symptoms, particularly dyspnea, following exacerbation.68 Thus, preventing exacerbations is important not only from the short-term clinical perspective, but to help patients to function better and feel better in the longer term.
"	HP_0006510;HP_0002094;HP_0002098;HP_0000716;HP_0012828;HP_0011009
PMC2898089_6	"From a societal perspective, exacerbations are costly. Hospitalizations for exacerbations account for nearly 70% of the direct healthcare costs of treating COPD.23 In the United States alone, COPD-related hospital inpatient and emergency department (ED) costs were estimated to be $10 billion in 2003,24 with estimated mean costs in 2001 of $571 for an emergency department visit, $5997 for a standard hospital admission, and $36,743 for an admission requiring intensive care and intubation.24,25 Patients with both asthma and COPD have particularly high respiratory-related and all-cause healthcare costs and use significantly more healthcare services than those with asthma or COPD.2628 Given the significant clinical, quality of life, and economic consequences of exacerbations, their prevention has become a widely accepted and singularly important goal in the management of COPD.1,2
"	HP_0006510;HP_0002099
PMC2898089_8	"Pharmacologic therapy is based primarily on the patients symptoms and disease severity, with additional agents added as the disease progresses and symptoms worsen. According to guidelines, pharmacotherapy in mild COPD (FEV1/FVC < 0.70 and FEV1  80% of predicted value) focuses on short-acting bronchodilators to relieve symptoms, including short-acting 2-agonists (eg, albuterol) and short-acting anticholinergics (eg, ipratropium bromide, oxitropium); the latter have a longer duration of effect (6 to 9 hours) than short-acting 2-agonists (4 to 6 hours).1,2 When symptoms are persistent, the addition of one or more long-acting bronchodilators is recommended (FEV1/FVC < 0.70, FEV1 < 80% predicted). Recommended agents include LABAs (eg, formoterol, salmeterol), long-acting anticholinergics (eg, tiotropium), and, rarely, methylxanthines (eg, theophylline). Treatment with a combination of bronchodilators with different durations and mechanisms of action is recommended when single-agent therapy is inadequate, as this can achieve improved bronchodilation while reducing the risk of side effects from a higher dose of a single agent.2 To improve health status and reduce the frequency of exacerbations, the Global Initiative for Chronic Obstructive Long Disease (GOLD) guidelines recommend adding ICS for symptomatic patients with GOLD stage III or IV disease, FEV1 < 50% predicted, and repeated exacerbations2, while the American Thoracic Society (ATS)/European Respiratory Society (ERS) guidelines recommend consideration of ICS for patients with FEV1 < 50% predicted and one or more exacerbations in the last year requiring treatment with oral corticosteroids or antibiotics.1 The 50% FEV1 cut-off level is somewhat arbitrary, and many patients with FEV1 > 50% have multiple exacerbations each year. Clinically, combination therapy is often started for patients who are approaching Stage III COPD and have frequent exacerbations. Thus, within the context of a stepped approach to therapy for COPD, FSC is an important option for maintenance therapy and prevention of exacerbations.
"	HP_0006510;HP_0011010
PMC2898089_9	"Treatment goals are unlikely to be reached if the patient handles the inhaler device incorrectly and the lungs do not receive adequate doses of medication. Teaching the patient correct inhaler technique upon initiation of a new medication and monitoring the patients technique at subsequent visits are crucial but often overlooked tasks.33
"	
PMC3034289_0	"Chronic obstructive pulmonary disease (COPD) is a leading cause of disability and death worldwide, with population prevalence rates of 5%13%.13 Prevalence rates are related directly to tobacco smoking and indoor air pollution, and are expected to rise as smoking rates continue to increase, notably among women and in developing countries.1,4 By 2030, COPD is expected to represent the third leading cause of death in middle-income countries.4 In addition, COPD accounts for a significant proportion of health care budgets, with the majority of costs being attributed to hospitalizations for exacerbations.5 Thus, there is a global drive to improve COPD diagnosis and management to reduce personal and economic burden.
"	HP_0006510;HP_0011010
PMC3034289_1	"COPD is characterized by airflow limitation and inflammation, resulting in progressive decline in respiratory function and quality of life (QoL); patients with COPD face a significantly increased risk for premature death.6 The pathologic effects of COPD on the respiratory system are pervasive, affecting the proximal and peripheral airways, lung parenchyma, and pulmonary vasculature.7 The clinical course of COPD may be punctuated by exacerbations that can be life-threatening and associated with worsening outcomes, including increased mortality risk and resource utilization.8,9 Moreover, comorbid conditions such as cardiovascular disease, diabetes mellitus, and depression, as well as associated systemic consequences, including weight loss and muscle dysfunction due to inactivity and deconditioning, add considerably to the overall burden of disease.9,10
"	HP_0006510;HP_0000819;HP_0001626;HP_0000716;HP_0004438;HP_0004325;HP_0001824
PMC3034289_11	"Exacerbation frequency appears to exert a negative impact on progressive lung function decline, at least in ex-smokers.27,28 Among a cohort of 109 COPD patients, frequent exacerbators had a significantly faster decline in FEV1 (40.1 mL/year) and peak expiratory flow (2.9 L/min/year) compared with infrequent exacerbators (32.1 mL/year and 0.7 L/min/year, respectively).27 Similarly, in a separate study in 102 patients with COPD, the annual rate of decline in FEV1 was significantly higher among frequent versus infrequent exacerbators (P = 0.017).28
"	HP_0006510
PMC3034289_13	"Recent evidence also extends our knowledge of recovery following acute exacerbations. Patients experiencing an acute exacerbation remain at increased risk for subsequent exacerbations during the recovery phase,31 and are markedly inactive during and after hospitalization.32 Indeed, exacerbations tend to occur in clusters, and the two months following an initial exacerbation represent a high-risk period for subsequent exacerbations.33 Some patients also fail to regain their pre-exacerbation symptomatic status.31,34 Such patients appear to experience a persistently heightened inflammatory state.31,35 The rate of lung function decline for these patients has yet to be evaluated, although it has been shown that higher mortality rates are associated with exacerbations.
"	HP_0011009;HP_0004438
PMC3034289_14	"The internationally recognized GOLD guidelines were developed to increase awareness of COPD and to provide up-to-date information on management approaches.1 Several national guidelines have been issued and are in broad agreement with the GOLD guidelines.1416 In the UK, National Institute for Health and Clinical Excellence (NICE) guidelines are currently being updated based on recent evidence of clinical and cost effectiveness of treatment options.
"	HP_0006510
PMC3034289_15	"Despite initiatives to improve detection and treatment of COPD, clinical guidelines are poorly implemented in both primary36,37 and secondary care settings.36,38 Diagnosis is hampered by very limited use of spirometry within primary care because of lack of access and time, cost constraints, inaccurate interpretation of results, and inadequately trained staff.39,40 A recent study suggested only 30% of patients are diagnosed using spirometry according to guideline standards.41 Furthermore, evidence suggests that pharmacologic therapies are frequently prescribed inappropriately and not according to recommendations based on disease severity.18,42
"	HP_0006510
PMC3034289_16	"GOLD guidelines advocate a patient-centered, stepwise approach to treatment, depending on disease severity (Figure 2).1 Intermittent symptoms can be treated with short-acting bronchodilators (SABAs). Several drug classes are approved for maintenance treatment (ie, medication taken regularly to improve symptoms not controlled by SABAs). These include anticholinergics (long-acting antimuscarinic antagonists [LAMAs]), long-acting 2 agonists (LABAs), LABA-inhaled corticosteroid (ICS) combinations, methylxanthines (eg, theophylline), and SABAs and their combinations (Table 1). The latter (salbutamol [albuterol]) either alone or in combination with ipratropium is usually reserved for use as rescue medication.
"	
PMC3034289_17	"LABAs and LAMAs are currently the preferred pharmacotherapeutic options for maintenance treatment,1 with bronchodilation achieved through different mechanisms (Table 1). Currently available long-acting inhaled bronchodilators are the once-daily LAMA, tiotropium, and the twice-daily LABAs, salmeterol and formoterol. The relative benefits of which agent to use first have not been systematically studied; however, tiotropium is widely used and has generally been shown to provide better bronchodilation and clinical outcomes than the twice-daily LABAs.4346 Based on current evidence, initial treatment with an LAMA appears to be a rational approach, given its ability to reverse the heightened cholinergic tone that predominates in COPD patients.15 LABAs initiate an alternative pathway of bronchodilation.47 When symptoms are not controlled with monotherapy, adding an LABA to an LAMA dual long-acting bronchodilator therapy may be more effective than either agent alone, without increased side effects.46,48,49
"	HP_0006510
PMC3034289_19	"LAMA plus LABA plus ICS triple therapy may have additional clinical benefits and achieve more optimal control in patients with severe COPD, reducing dyspnea and rescue medication use,52 providing greater improvements in lung function,48,52,53 reducing day- and night-time symptoms,48 improving QoL measures,53 and reducing exacerbations.48 Although triple therapy is often used in patients with severe and very severe COPD, there is limited evidence to support the long-term benefits over other combination therapy, and cost constraints may limit its use in clinical practice.
"	HP_0002094;HP_0002098;HP_0006510;HP_0012828
PMC3034289_2	"COPD is considered to be preventable and treatable,1 yet, despite its high prevalence and significant burden, it remains substantially underdiagnosed and undertreated.11,12 Undiagnosed early-stage patients, especially if they are symptomatic, are more likely to progress to a more severe form of COPD that impacts further on QoL and increases health care costs.12,13
"	HP_0006510
PMC3034289_20	"Methylxanthines, such as theophylline, are reserved as third-line options due to their side effect burden, and are only recommended for very severe disease.1 At low doses they may enhance the anti-inflammatory effects of corticosteroids54 and hence be useful in combination regimens. Long-term oral glucocorticosteroid therapy is not recommended, but may be necessary to treat exacerbations in patients with severe COPD. Patients with viscous sputum may benefit from mucolytic therapy,55 although the overall benefits seem small and routine use is not currently recommended. Other chronic therapies, such as antioxidants, carbocysteine, and N-acetylcysteine, may reduce COPD exacerbations,5557 but evidence is conflicting.58
"	HP_0006510;HP_0012828
PMC3034289_21	"For inhaled drugs, delivery systems, correct use, and patient adherence are important considerations when selecting appropriate treatment for individual patients. Inspiratory flow rate is important for correct inhaler use, especially in patients with severe disease; patients should therefore have their technique checked regularly and their flow rate measured if necessary. Adherence to COPD therapies is poor and declines over time,59 which may in part be influenced by the inhaler device. At present, there are limited data to suggest an advantage for one type of inhaler over another for the drugs currently available, although devices that are complicated and require coordination between actuation and inhalation are less likely to be accepted and used effectively.60
"	HP_0006510
PMC3034289_23	"The development of new respiratory medications continues and current research focuses on novel once-daily agents for administration either as monotherapy or in combination with other agents. These include the first once-daily LABA, indacaterol, the selective, once-daily, oral phosphodiesterase (PDE)-4 inhibitor, roflumilast, and the new, most probably twice-daily LAMA, aclidinium.
"	
PMC3034289_25	"The INHANCE (Indacaterol Versus Tiotropium to Help Achieve New COPD Treatment Excellence) study was a 26-week evaluation of indacaterol 150 g and 300 g versus placebo and open-label tiotropium in 2059 patients with moderate-to-severe COPD.63 Indacaterol was noted to be suitable for once-daily dosing, and it was thought that it was likely to be at least as effective as tiotropium for bronchodilation and other clinical outcomes such as dyspnea and health status. As the authors note, one of the limitations of the study was the open-label comparison, and this needs to be borne in mind when interpreting the study results.63
"	HP_0002094;HP_0002098;HP_0006510
PMC3034289_26	"The INVOLVE (Indacaterol: Value in COPD Pulmonary Disease: Longer-term Validation of Efficacy and Safety) study was a 52-week evaluation of indacaterol 300 g and 600 g versus placebo and formoterol 12 g in 1732 patients with moderate to severe COPD.64 Improvement in lung function was noted when compared with formoterol. COPD worsening was the most common adverse event in both studies across active treatment and placebo arms.63,64 No differences in mortality rates compared with placebo were reported in either study.63,64
"	HP_0006510
PMC3034289_27	"Roflumilast is unique among the PDE inhibitors, having selectivity for PDE-4 and no apparent inhibitory effect on PDE-3, which has been associated with cardiotoxicity for other agents in this class.65 Roflumilast is associated with reduced cellular inflammatory activity, and its therapeutic effects include bronchodilation, induction of cytokine and chemokine release from inflammatory cells, and inhibition of microvascular leakage and cellular trafficking. Clinical studies with roflumilast monotherapy demonstrated improved lung function, reduced moderate-to-severe exacerbations, reduced requirement for antiinflammatory/anti-infective medications, and improved QoL measures (Table 2).66,67 Similarly, improvements in lung function and exacerbation outcomes were reported when roflumilast was added to tiotropium, or to salmeterol plus fluticasone.68 Notable side effects with roflumilast include headache, weight loss (2.5 kg in all studies at six months and one year), diarrhea, nausea, and stomach ache (ie, gastrointestinal side effects that resulted in a significant early study withdrawal rate).6668
"	HP_0002014;HP_0002018
PMC3034289_28	"Approvals for roflumilast are pending; however, it has been recommended for approval in Europe by the Committee for Medicinal Products for Human Use as maintenance treatment as an add-on to bronchodilator therapy in patients with severe COPD (FEV1 <50% predicted) and a history of chronic sputum production and exacerbations.69
"	HP_0012828
PMC3034289_29	"Aclidinium is currently in an earlier stage of clinical development than indacaterol and roflumilast. To date, clinical studies have demonstrated a bronchodilatory effect and an improvement in QoL versus placebo in patients with moderate-to-severe COPD, and an acceptable tolerability profile.70 Preclinical studies suggest a potential for reduced class-related adverse effects with this agent, although confirmation from large-scale clinical trials is awaited.
"	HP_0006510
PMC3034289_3	"In this article, we draw together the latest understanding of COPD and evaluate current and potential future approaches to long-term treatment.
"	HP_0006510
PMC3034289_31	"COPD is a chronic illness requiring long-term treatment. The clinical aim of maintenance therapy focuses on controlling symptoms and reducing exacerbation frequency. 1 Recent data suggest that maintenance bronchodilator therapy may contribute to slowing the rate of lung function decline in symptomatic patients with COPD, raising the potential for disease-course modif ication through ongoing pharmacotherapy.
"	HP_0006510
PMC3034289_32	"The first suggestion that long-term bronchodilator therapy might slow FEV1 decline in COPD patients came from a post hoc analysis of 12-month data from two double-blind, randomized, placebo-controlled tiotropium trials.71 The mean annual decline in FEV1 was 12 mL versus 58 mL (P = 0.005) among patients receiving tiotropium versus placebo (SABAs only) as maintenance therapy. The potential for maintenance bronchodilator therapy to modify the clinical course of COPD has now been examined in a systematic manner in two largescale, long-term clinical studies, ie, UPLIFT (Understanding Potential Long-term Impacts on Function with Tiotropium)72 and TORCH (Towards a Revolution in COPD Health).50 Patients in TORCH were randomized to salmeterol and fluticasone propionate (either as monotherapy or in combination), and were permitted use of SABAs and oral corticosteroids to treat exacerbations. Patients in UPLIFT were randomized to tiotropium or placebo and were permitted use of any respiratory medications except inhaled anticholinergics.
"	HP_0006510
PMC3034289_33	"The value of long-term maintenance therapy with bronchodilators in COPD is confirmed by the efficacy, mortality, and safety data from UPLIFT and TORCH (Tables 3 and 4, Figure 3). Although UPLIFT did not meet its primary endpoint of pre- and postbronchodilator rate of FEV1 decline, the study did demonstrate significantly greater lung function improvements with tiotropium versus placebo at all time points throughout the trial.72 In the TORCH study, lung function was a secondary endpoint, and treatment with salmeterol, fluticasone, or a combination of salmeterol and fluticasone was shown to reduce the rate of lung function decline significantly compared with placebo (Figure 3a, Table 3).73 Absolute changes in lung function in UPLIFT and TORCH were determined using different methodologies. For TORCH, the mean postbronchodilator values were determined following salbutamol 400 g. It is unclear whether the study drug was administered prior to testing. Study group differences in FEV1 relative to placebo were 42 mL (salmeterol), 47 mL (fluticasone), and 92 mL (combination). Morning predose (trough) values were not measured in TORCH. For UPLIFT, morning trough differences (tiotropium versus placebo) ranged from 87 to 103 mL, and therefore represent the 24-hour effect of tiotropium. In UPLIFT, both treatment groups were sequentially administered salbutamol 400 g and ipratropium 80 g in addition to the study drug in order to achieve maximal bronchodilation in both groups. Despite both groups having eight actuations of short-acting bronchodilators, treatment group differences in postbronchodilator FEV1 of 47 to 65 mL were still observed. However, the differences in spirometry protocols render comparisons between the two trials invalid.
"	HP_0006510
PMC3034289_34	"The primary endpoint of achieving a significant decrease in mortality among patients treated with combination therapy versus placebo was not reached in TORCH.15 However, both TORCH and UPLIFT demonstrated the potential to reduce exacerbation frequency significantly with bronchodilator maintenance therapy (Table 3, Figure 3b). This finding is of considerable importance for all COPD patients with more advanced disease, given recent data indicating heterogeneity in terms of symptomatic recovery from acute COPD exacerbations and the potential of exacerbations to contribute to disease progression.31,34 In both the UPLIFT and TORCH studies, statistically significant improvements in QoL (St Georges Respiratory Questionnaire total scores) were observed with all active treatments versus placebo (except salmeterol monotherapy in TORCH), although these improvements were not clinically significant (Figure 3c).50,72 In UPLIFT, a greater proportion of patients in the tiotropium group than in the placebo group achieved a clinically significant improvement of 4 units on the St Georges Respiratory Questionnaire total score.72
"	HP_0006510;HP_0011009
PMC3034289_35	"UPLIFT and TORCH have also contributed important information about COPD patients in terms of common comorbidities, smoking status, and concomitant medications, in addition to patient characteristics that might influence the rate of FEV1 decline. For example, a more rapid FEV1 decline was reported in patients with a lower body mass index and in younger (<55 years) compared with older patients, the latter observation being consistent with the recent Framingham Cohort Study reports.13 Bronchodilator responsiveness was found to be far more common in COPD than previously recognized and did not impact either the short- or long-term responses to bronchodilator treatment.72,74
"	HP_0006510
PMC3034289_36	"The potential for disease-course modification with long-term maintenance therapy is perhaps the single most encouraging outcome from the UPLIFT and TORCH studies in terms of improving prognosis. To date, only smoking cessation has been shown to change the clinical course of COPD,75 although long-term oxygen therapy leads to a survival advantage,76 and pulmonary rehabilitation has been shown to improve dyspnea and exercise capacity and to reduce exacerbation rate and severity.16
"	HP_0006510;HP_0002094;HP_0002098
PMC3034289_37	"Data from both studies indicate the potential to slow the rate of lung function decline and thus change the clinical course of disease for patients diagnosed and treated early. Post hoc and subgroup analyses have shown that initiating maintenance treatment at earlier disease stages can have a greater impact than introducing treatment at later stages with respect to improvements in QoL, reduction in risk/frequency of exacerbations, improving lung function, and potentially reducing mortality (Table 5).18,19,77,78 Both studies demonstrated a slower rate of FEV1 decline compared with placebo for patients with GOLD Stage II disease. In UPLIFT, significant benefits in disease progression and QoL were observed in patients who were maintenance-treatment-nave at study initiation,78 and those aged 50 years.77 The effects of maintenance pharmacotherapy in early-stage disease need to be rigorously investigated in well designed, prospective studies.
"	HP_0004438
PMC3034289_38	"In order for the full benefit of the findings from the UPLIFT and TORCH studies to be incorporated into clinical practice, it is necessary to identify early-stage patients. This will require heightened COPD awareness among both patients and physicians. A major barrier to early detection is that patients often do not recognize the early symptoms, or consider them a consequence of aging or smoking.
"	HP_0006510
PMC3034289_39	"Spirometry that is performed and interpreted properly is a critical step in the accurate diagnosis of COPD, as is the collection/assessment of patient-reported outcomes and health status, including smoking history, occupation (past and present), daily symptoms (eg, breathlessness, cough, sputum production), activity limitation, and other disease manifestations. Improved identification of patients at risk for developing COPD, based on recognized risk factors and symptoms, is required to enable early diagnosis and to initiate prompt maintenance treatment. Diagnostic tools and questionnaires (eg, St Georges Respiratory Questionnaire, Chronic Respiratory Questionnaire) can facilitate clinical assessment; however, their length precludes practical application in everyday practice. Two shortened and simplified COPD screening tools may be more suited to clinical settings and for the general public, ie, the COPD Assessment Test79 and the self-administered COPD Population ScreenerTM.80 These tools may help to identify patients likely to have COPD, but further evaluation and validation is required to confirm their usefulness in clinical practice.
"	HP_0006510;HP_0009763;HP_0002094;HP_0002098;HP_0012735
PMC3034289_4	"A rigorous, directed approach was adopted to identify relevant published literature. PubMed.gov (http://www.ncbi.nlm.nih.gov/sites/entrez) was searched using the following terms: COPD AND burden, prevalence, clinical course, lung function decline, progression, exacerbation, recovery, treatment guidelines, early treatment, maintenance, GOLD, long-acting bronchodilator, long-acting beta-agonist, longacting anticholinergic, muscarinic antagonist, and inhaled corticosteroids. The search was limited to articles published in English. Given the volume of literature available relating to the etiology, pathophysiology, and management of COPD, key terms were restricted to publication titles as follows: course, decline, progression, exacerbation, guidelines, early, maintenance, GOLD, and exacerbation.
"	HP_0006510
PMC3034289_40	"Programs to educate both physicians and patients are also necessary to increase vigilance for early signs and symptoms, including increased recognition that COPD is not restricted to the elderly but can also affect younger people in their 30s and 40s,81 and removal of the nihilistic attitude that COPD is a self-inflicted disease. Improved adherence to treatment guidelines, including correct implementation of spirometry, is also required.
"	HP_0006510
PMC3034289_41	"The emergence of scientific evidence from multiple sources, including large clinical trials, has expanded our knowledge of COPD and fuelled a shift in our understanding of lung function decline and disease progression. Coupled with the emergence of a range of new drug treatments with differing mechanisms of action targeting different physiologic aspects of the disease, the first decade of this new century has become an exciting period in COPD management. The current challenge is to apply our understanding of disease processes to the design of optimal treatment algorithms for maintenance therapy, encompassing both established and emerging drug treatments. Landmark clinical trial data reinforce when foundation maintenance therapy should be introduced for symptomatic patients with COPD and its long-term health benefits. Finally, emerging evidence supports the early introduction of pharmacotherapies that relieve breathlessness, with the aim of slowing lung function decline and reducing the risk of acute exacerbations. However, further studies are required before evidence-based guidelines are able to assess adequately the potential of treatment for early-stage disease.
"	HP_0006510;HP_0002094;HP_0002098;HP_0011009
PMC3034289_5	"Many national and international respiratory societies have developed guidelines for COPD management.1,1416 Guideline discussion focuses principally on the internationally recognized Global Initiative for Chronic Obstructive Lung Disease (GOLD) guidelines,1 upon which many local guidelines are based.
"	HP_0006510;HP_0011010
PMC3034289_6	"The review of emerging treatment options focuses on pharmacotherapeutic agents recently approved or submitted to regulatory authorities for approval, including indacaterol and roflumilast. The long-acting anticholinergic aclidinium bromide is also discussed. PubMed.gov search terms for these agents were COPD AND [drug name].
"	HP_0006510
PMC3034289_7	"Major respiratory congress abstract databases (American Thoracic Society and European Respiratory Society) were also searched from 2007 to 2009. Additional literature was identified by hand-searching reference listings of the publications identified using the approach outlined above.
"	
PMC3034289_8	"The clinical course of COPD has been viewed as a progressive decline in lung function over time (measured in terms of forced expiratory volume in one second [FEV1]).17 However, recent work suggests that disease progression may not be uniform and that not all patients follow the same clinical course. Furthermore, in addition to smoking, other clinical factors, such as the presence of symptoms, are important in COPD progression.
"	HP_0006510
